Date,state,Confirmed,Recovered,Deceased
2020-08-03,Odisha,36297,23074,248
2020-08-03,Puducherry,3982,2411,56
2020-08-03,Punjab,18527,11882,442
2020-08-03,Rajasthan,45555,32051,719
2020-08-03,Sikkim,688,297,1
2020-08-03,Tamil Nadu,263222,202283,4241
2020-08-03,Telangana,67660,48609,551
2020-08-03,Tripura,5389,3605,27
2020-08-03,Uttarakhand,7800,4538,90
2020-08-03,Uttar Pradesh,97362,55393,1778
2020-08-03,West Bengal,78232,54818,1731
2020-08-04,Andaman and Nicobar Islands,928,277,12
2020-08-04,Andhra Pradesh,176333,95625,1604
2020-08-04,Arunachal Pradesh,1790,1105,3
2020-08-04,Assam,48162,34422,115
2020-08-04,Bihar,62031,40760,349
2020-08-04,Chandigarh,1206,715,20
2020-08-04,Chhattisgarh,10202,7613,69
2020-08-04,Dadra and Nagar Haveli and Daman and Diu,1327,920,2
2020-08-04,Delhi,139156,125226,4033
2020-08-04,Goa,7075,5114,60
2020-08-04,Gujarat,65704,48459,2534
2020-08-04,Haryana,37796,31226,448
2020-08-04,Himachal Pradesh,2879,1710,13
2020-08-04,India,1906616,1281562,39825
2020-08-04,Jammu and Kashmir,22396,14856,417
2020-08-04,Jharkhand,14070,5199,129
2020-08-04,Karnataka,145830,69272,2704
2020-08-04,Kerala,27957,16303,88
2020-08-04,Ladakh,1534,1127,7
2020-08-04,Madhya Pradesh,35082,25414,912
2020-08-04,Maharashtra,457956,299356,16142
2020-08-04,Manipur,3020,1814,7
2020-08-04,Meghalaya,917,330,5
2020-08-04,Mizoram,502,282,0
2020-08-04,Nagaland,2405,659,4
2020-08-04,Odisha,37681,24483,258
2020-08-04,Puducherry,4147,2537,58
2020-08-04,Punjab,19015,12491,462
2020-08-04,Rajasthan,46679,32832,732
2020-08-04,Sikkim,783,299,1
2020-08-04,Tamil Nadu,268285,208784,4349
2020-08-04,Telangana,68946,49675,563
2020-08-04,Tripura,5520,3675,28
2020-08-04,Uttarakhand,8008,4847,95
2020-08-04,Uttar Pradesh,100310,57271,1817
2020-08-04,West Bengal,80984,56884,1785
2020-08-05,Andaman and Nicobar Islands,1027,326,14
2020-08-05,Andhra Pradesh,186461,104354,1681
2020-08-05,Arunachal Pradesh,1855,1210,3
2020-08-05,Assam,50446,35893,121
2020-08-05,Bihar,64732,42370,369
2020-08-05,Chandigarh,1270,715,20
2020-08-05,Chhattisgarh,10497,7871,71
2020-08-05,Dadra and Nagar Haveli and Daman and Diu,1372,961,2
2020-08-05,Delhi,140232,126116,4044
2020-08-05,Goa,7423,5287,64
2020-08-05,Gujarat,66777,49505,2557
2020-08-05,Haryana,38548,31960,455
2020-08-05,Himachal Pradesh,2916,1762,13
2020-08-05,India,1963242,1327145,40744
2020-08-05,Jammu and Kashmir,22955,15244,426
2020-08-05,Jharkhand,15048,5826,136
2020-08-05,Karnataka,151449,74679,2804
2020-08-05,Kerala,29152,17537,95
2020-08-05,Ladakh,1592,1164,7
2020-08-05,Madhya Pradesh,35734,26064,929
2020-08-05,Maharashtra,468265,305521,16476
2020-08-05,Manipur,3095,1862,7
2020-08-05,Meghalaya,939,339,5
2020-08-05,Mizoram,505,286,0
2020-08-05,Nagaland,2498,685,6
2020-08-05,Odisha,39018,25738,269
2020-08-05,Puducherry,4433,2668,65
2020-08-05,Punjab,19856,12943,491
2020-08-05,Rajasthan,47845,33849,745
2020-08-05,Sikkim,800,303,1
2020-08-05,Tamil Nadu,273460,214815,4461
2020-08-05,Telangana,70958,50814,576
2020-08-05,Tripura,5642,3725,30
2020-08-05,Uttarakhand,8254,5233,98
2020-08-05,Uttar Pradesh,104388,60558,1857
2020-08-05,West Bengal,83800,58962,1846
2020-08-06,Andaman and Nicobar Islands,1123,355,16
2020-08-06,Andhra Pradesh,196789,112870,1753
2020-08-06,Arunachal Pradesh,1948,1245,3
2020-08-06,Assam,52818,37225,126
2020-08-06,Bihar,68148,43820,388
2020-08-06,Chandigarh,1327,777,20
2020-08-06,Chhattisgarh,11020,8088,77
2020-08-06,Dadra and Nagar Haveli and Daman and Diu,1415,997,2
2020-08-06,Delhi,141531,127124,4059
2020-08-06,Goa,7614,5453,66
2020-08-06,Gujarat,67811,50422,2584
2020-08-06,Haryana,39303,32640,458
2020-08-06,Himachal Pradesh,3047,1865,13
2020-08-06,India,2025412,1377286,41643
2020-08-06,Jammu and Kashmir,23454,15708,436
2020-08-06,Jharkhand,15756,6594,145
2020-08-06,Karnataka,158254,80281,2897
2020-08-06,Kerala,30450,18337,98
2020-08-06,Ladakh,1595,1177,7
2020-08-06,Madhya Pradesh,36564,26902,946
2020-08-06,Maharashtra,479779,316375,16792
2020-08-06,Manipur,3219,1905,8
2020-08-06,Meghalaya,990,345,5
2020-08-06,Mizoram,538,288,0
2020-08-06,Nagaland,2580,819,6
2020-08-06,Odisha,40717,26888,280
2020-08-06,Puducherry,4621,2808,70
2020-08-06,Punjab,20891,13659,517
2020-08-06,Rajasthan,48996,35131,757
2020-08-06,Sikkim,829,353,1
2020-08-06,Tamil Nadu,279144,221087,4571
2020-08-06,Telangana,73050,52103,589
2020-08-06,Tripura,5740,3793,31
2020-08-06,Uttarakhand,8623,5427,102
2020-08-06,Uttar Pradesh,108974,63402,1918
2020-08-06,West Bengal,86754,61023,1902
2020-08-07,Andaman and Nicobar Islands,1222,425,19
2020-08-07,Andhra Pradesh,206960,120464,1842
2020-08-07,Arunachal Pradesh,2049,1326,3
2020-08-07,Assam,55497,38810,132
2020-08-07,Bihar,71794,46265,400
2020-08-07,Chandigarh,1374,820,23
2020-08-07,Chhattisgarh,11408,8319,87
2020-08-07,Dadra and Nagar Haveli and Daman and Diu,1459,1038,2
2020-08-07,Delhi,142723,128232,4082
2020-08-07,Goa,7947,5595,70
2020-08-07,Gujarat,68885,51792,2606
2020-08-07,Haryana,40054,33444,467
2020-08-07,Himachal Pradesh,3150,1954,13
2020-08-07,India,2086867,1427673,42579
2020-08-07,Jammu and Kashmir,23927,16218,449
2020-08-07,Jharkhand,16482,7491,151
2020-08-07,Karnataka,164924,84232,2997
2020-08-07,Kerala,31701,19151,103
2020-08-07,Ladakh,1614,1194,9
2020-08-07,Madhya Pradesh,37298,27621,962
2020-08-07,Maharashtra,490262,327281,17092
2020-08-07,Manipur,3468,1926,10
2020-08-07,Meghalaya,1006,411,5
2020-08-07,Mizoram,559,288,0
2020-08-07,Nagaland,2657,824,7
2020-08-07,Odisha,42550,28698,292
2020-08-07,Puducherry,4862,2914,75
2020-08-07,Punjab,21930,14040,539
2020-08-07,Rajasthan,50157,36195,767
2020-08-07,Sikkim,854,406,1
2020-08-07,Tamil Nadu,285024,227575,4690
2020-08-07,Telangana,75257,53239,601
2020-08-07,Tripura,5868,3860,36
2020-08-07,Uttarakhand,8901,5731,112
2020-08-07,Uttar Pradesh,113378,66834,1981
2020-08-07,West Bengal,89666,63060,1954
2020-08-08,Andaman and Nicobar Islands,1351,500,20
2020-08-08,Andhra Pradesh,217040,129615,1939
2020-08-08,Arunachal Pradesh,2117,1430,3
2020-08-08,Assam,57715,40592,140
2020-08-08,Bihar,75786,48673,419
2020-08-08,Chandigarh,1426,872,24
2020-08-08,Chhattisgarh,11855,8582,90
2020-08-08,Dadra and Nagar Haveli and Daman and Diu,1510,1089,2
2020-08-08,Delhi,144127,129362,4098
2020-08-08,Goa,8206,5802,72
2020-08-08,Gujarat,69986,52927,2629
2020-08-08,Haryana,40843,34031,474
2020-08-08,Himachal Pradesh,3264,2081,13
2020-08-08,India,2152023,1479808,43454
2020-08-08,Jammu and Kashmir,24390,16667,459
2020-08-08,Jharkhand,17468,8325,160
2020-08-08,Karnataka,172102,89238,3090
2020-08-08,Kerala,33121,20866,107
2020-08-08,Ladakh,1639,1214,9
2020-08-08,Madhya Pradesh,38157,28353,977
2020-08-08,Maharashtra,503084,338362,17367
2020-08-08,Manipur,3637,1927,11
2020-08-08,Meghalaya,1023,423,6
2020-08-08,Mizoram,567,296,0
2020-08-08,Nagaland,2688,893,7
2020-08-08,Odisha,44193,30242,307
2020-08-08,Puducherry,5123,3054,80
2020-08-08,Punjab,22928,14860,562
2020-08-08,Rajasthan,51328,37163,778
2020-08-08,Sikkim,860,417,1
2020-08-08,Tamil Nadu,290907,232618,4808
2020-08-08,Telangana,77513,54330,615
2020-08-08,Tripura,6014,4084,37
2020-08-08,Uttarakhand,9402,5963,117
2020-08-08,Uttar Pradesh,118038,69833,2028
2020-08-08,West Bengal,92615,65124,2005
2020-08-09,Andaman and Nicobar Islands,1490,648,20
2020-08-09,Andhra Pradesh,227860,138712,2036
2020-08-09,Arunachal Pradesh,2155,1482,3
2020-08-09,Assam,58838,42326,145
2020-08-09,Bihar,79720,51315,429
2020-08-09,Chandigarh,1515,904,25
2020-08-09,Chhattisgarh,12148,8809,96
2020-08-09,Dadra and Nagar Haveli and Daman and Diu,1555,1117,2
2020-08-09,Delhi,145427,130587,4111
2020-08-09,Goa,8712,5995,75
2020-08-09,Gujarat,71064,54238,2654
2020-08-09,Haryana,41635,34781,483
2020-08-09,Himachal Pradesh,3371,2181,14
2020-08-09,India,2214140,1534282,44467
2020-08-09,Jammu and Kashmir,24897,17003,472
2020-08-09,Jharkhand,18156,8998,177
2020-08-09,Karnataka,178087,93908,3197
2020-08-09,Kerala,34332,21836,109
2020-08-09,Ladakh,1688,1222,9
2020-08-09,Madhya Pradesh,39025,29020,996
2020-08-09,Maharashtra,515332,351710,17757
2020-08-09,Manipur,3755,2044,11
2020-08-09,Meghalaya,1062,490,6
2020-08-09,Mizoram,608,298,0
2020-08-09,Nagaland,2781,904,8
2020-08-09,Odisha,45927,31785,321
2020-08-09,Puducherry,5382,3201,87
2020-08-09,Punjab,23903,15319,586
2020-08-09,Rajasthan,52497,38235,789
2020-08-09,Sikkim,866,497,1
2020-08-09,Tamil Nadu,296901,238638,4927
2020-08-09,Telangana,79495,55999,627
2020-08-09,Tripura,6161,4176,41
2020-08-09,Uttarakhand,9632,6134,125
2020-08-09,Uttar Pradesh,122609,72650,2069
2020-08-09,West Bengal,95554,67120,2059
2020-08-10,Andaman and Nicobar Islands,1625,709,20
2020-08-10,Andhra Pradesh,235525,145636,2116
2020-08-10,Arunachal Pradesh,2231,1592,3
2020-08-10,Assam,61738,43587,151
2020-08-10,Bihar,82741,54139,450
2020-08-10,Chandigarh,1595,1004,25
2020-08-10,Chhattisgarh,12625,9017,99
2020-08-10,Dadra and Nagar Haveli and Daman and Diu,1617,1167,2
2020-08-10,Delhi,146134,131657,4131
2020-08-10,Goa,9029,6208,80
2020-08-10,Gujarat,72120,55376,2674
2020-08-10,Haryana,42429,35492,489
2020-08-10,Himachal Pradesh,3463,2205,16
2020-08-10,India,2267156,1581644,45354
2020-08-10,Jammu and Kashmir,25367,17375,478
2020-08-10,Jharkhand,18786,9748,189
2020-08-10,Karnataka,182354,99126,3311
2020-08-10,Kerala,35516,22620,116
2020-08-10,Ladakh,1717,1237,9
2020-08-10,Madhya Pradesh,39891,29674,1015
2020-08-10,Maharashtra,524513,358421,18050
2020-08-10,Manipur,3855,2122,11
2020-08-10,Meghalaya,1115,498,6
2020-08-10,Mizoram,620,323,0
2020-08-10,Nagaland,3011,973,8
2020-08-10,Odisha,47455,33021,337
2020-08-10,Puducherry,5624,3355,89
2020-08-10,Punjab,24889,15735,604
2020-08-10,Rajasthan,53670,39060,800
2020-08-10,Sikkim,910,510,1
2020-08-10,Tamil Nadu,302815,244675,5041
2020-08-10,Telangana,80751,57586,637
2020-08-10,Tripura,6223,4443,42
2020-08-10,Uttarakhand,10021,6301,134
2020-08-10,Uttar Pradesh,126722,76724,2120
2020-08-10,West Bengal,98459,70328,2100
2020-08-11,Andaman and Nicobar Islands,1764,749,21
2020-08-11,Andhra Pradesh,244549,154749,2203
2020-08-11,Arunachal Pradesh,2327,1634,3
2020-08-11,Assam,64407,45074,155
2020-08-11,Bihar,86812,57039,465
2020-08-11,Chandigarh,1670,1015,26
2020-08-11,Chhattisgarh,12985,9239,104
2020-08-11,Dadra and Nagar Haveli and Daman and Diu,1656,1208,2
2020-08-11,Delhi,147391,132384,4139
2020-08-11,Goa,9444,6480,86
2020-08-11,Gujarat,73238,56516,2697
2020-08-11,Haryana,43227,36082,500
2020-08-11,Himachal Pradesh,3497,2273,17
2020-08-11,India,2328408,1638105,46189
2020-08-11,Jammu and Kashmir,25931,17979,490
2020-08-11,Jharkhand,19469,10555,194
2020-08-11,Karnataka,188611,105599,3397
2020-08-11,Kerala,36933,24046,121
2020-08-11,Ladakh,1770,1255,9
2020-08-11,Madhya Pradesh,40734,30596,1033
2020-08-11,Maharashtra,535601,368435,18306
2020-08-11,Manipur,3943,2155,12
2020-08-11,Meghalaya,1142,510,6
2020-08-11,Mizoram,623,323,0
2020-08-11,Nagaland,3031,985,7
2020-08-11,Odisha,48796,34806,349
2020-08-11,Puducherry,5900,3532,91
2020-08-11,Punjab,25889,16790,636
2020-08-11,Rajasthan,54887,40399,811
2020-08-11,Sikkim,913,534,1
2020-08-11,Tamil Nadu,308649,250680,5159
2020-08-11,Telangana,82647,59374,645
2020-08-11,Tripura,6387,4656,43
2020-08-11,Uttarakhand,10432,6470,136
2020-08-11,Uttar Pradesh,131763,80589,2176
2020-08-11,West Bengal,101390,73395,2149
2020-08-12,Andaman and Nicobar Islands,1900,829,21
2020-08-12,Andhra Pradesh,254146,161425,2296
2020-08-12,Arunachal Pradesh,2430,1659,3
2020-08-12,Assam,69000,47210,161
2020-08-12,Bihar,90553,60068,474
2020-08-12,Chandigarh,1751,1023,27
2020-08-12,Chhattisgarh,13552,9508,109
2020-08-12,Dadra and Nagar Haveli and Daman and Diu,1695,1243,2
2020-08-12,Delhi,148504,133405,4153
2020-08-12,Goa,9924,6641,89
2020-08-12,Gujarat,74390,57493,2715
2020-08-12,Haryana,44024,36694,503
2020-08-12,Himachal Pradesh,3636,2362,17
2020-08-12,India,2395474,1695864,47139
2020-08-12,Jammu and Kashmir,26413,18523,498
2020-08-12,Jharkhand,20257,12197,202
2020-08-12,Karnataka,196494,112633,3510
2020-08-12,Kerala,38145,24926,127
2020-08-12,Ladakh,1811,1274,9
2020-08-12,Madhya Pradesh,41604,31239,1048
2020-08-12,Maharashtra,548313,381843,18650
2020-08-12,Manipur,3984,2231,12
2020-08-12,Meghalaya,1179,517,6
2020-08-12,Mizoram,648,330,0
2020-08-12,Nagaland,3118,1113,7
2020-08-12,Odisha,50672,36479,358
2020-08-12,Puducherry,6381,3676,96
2020-08-12,Punjab,26909,17212,675
2020-08-12,Rajasthan,56100,41648,822
2020-08-12,Sikkim,930,550,1
2020-08-12,Tamil Nadu,314520,256313,5278
2020-08-12,Telangana,84544,61294,654
2020-08-12,Tripura,6497,4838,43
2020-08-12,Uttarakhand,10886,6687,140
2020-08-12,Uttar Pradesh,136238,84661,2230
2020-08-12,West Bengal,104326,76120,2203
2020-08-13,Andaman and Nicobar Islands,2037,924,22
2020-08-13,Andhra Pradesh,264142,170924,2378
2020-08-13,Arunachal Pradesh,2512,1718,4
2020-08-13,Assam,71796,49384,169
2020-08-13,Bihar,94459,62507,484
2020-08-13,Chandigarh,1842,1076,28
2020-08-13,Chhattisgarh,14030,9658,117
2020-08-13,Dadra and Nagar Haveli and Daman and Diu,1741,1281,2
2020-08-13,Delhi,149460,134318,4167
2020-08-13,Goa,10494,6912,91
2020-08-13,Gujarat,75482,58539,2733
2020-08-13,Haryana,44817,37486,511
2020-08-13,Himachal Pradesh,3816,2435,18
2020-08-13,India,2459615,1750640,48145
2020-08-13,Jammu and Kashmir,26949,19302,509
2020-08-13,Jharkhand,20950,13013,209
2020-08-13,Karnataka,203200,121242,3613
2020-08-13,Kerala,39709,25692,130
2020-08-13,Ladakh,1849,1282,9
2020-08-13,Madhya Pradesh,42618,31835,1065
2020-08-13,Maharashtra,560126,390958,19063
2020-08-13,Manipur,4114,2295,13
2020-08-13,Meghalaya,1193,547,6
2020-08-13,Mizoram,649,343,0
2020-08-13,Nagaland,3168,1139,7
2020-08-13,Odisha,52653,37901,367
2020-08-13,Puducherry,6680,3828,102
2020-08-13,Punjab,27936,17839,706
2020-08-13,Rajasthan,57414,41819,833
2020-08-13,Sikkim,931,581,1
2020-08-13,Tamil Nadu,320355,261459,5397
2020-08-13,Telangana,86475,63074,665
2020-08-13,Tripura,6618,4912,44
2020-08-13,Uttarakhand,11302,7014,143
2020-08-13,Uttar Pradesh,140775,88786,2280
2020-08-13,West Bengal,107323,78617,2259
2020-08-14,Andaman and Nicobar Islands,2186,1032,24
2020-08-14,Andhra Pradesh,273085,180703,2475
2020-08-14,Arunachal Pradesh,2607,1750,5
2020-08-14,Assam,74502,51694,175
2020-08-14,Bihar,98370,65307,500
2020-08-14,Chandigarh,1928,1091,28
2020-08-14,Chhattisgarh,14559,9857,130
2020-08-14,Dadra and Nagar Haveli and Daman and Diu,1782,1312,2
2020-08-14,Delhi,150652,135108,4178
2020-08-14,Goa,10970,7157,93
2020-08-14,Gujarat,76569,59622,2748
2020-08-14,Haryana,45614,38348,518
2020-08-14,Himachal Pradesh,3874,2551,18
2020-08-14,India,2525225,1807560,49134
2020-08-14,Jammu and Kashmir,27489,19942,520
2020-08-14,Jharkhand,22125,13678,224
2020-08-14,Karnataka,211108,128182,3717
2020-08-14,Kerala,41278,26996,140
2020-08-14,Ladakh,1879,1303,9
2020-08-14,Madhya Pradesh,43414,32405,1081
2020-08-14,Maharashtra,572734,401442,19427
2020-08-14,Manipur,4200,2360,13
2020-08-14,Meghalaya,1228,581,6
2020-08-14,Mizoram,657,347,0
2020-08-14,Nagaland,3322,1198,7
2020-08-14,Odisha,54630,39206,377
2020-08-14,Puducherry,6995,4009,106
2020-08-14,Punjab,29013,18328,731
2020-08-14,Rajasthan,58692,43897,846
2020-08-14,Sikkim,1080,623,1
2020-08-14,Tamil Nadu,326245,267015,5514
2020-08-14,Telangana,88396,64284,674
2020-08-14,Tripura,6782,5015,46
2020-08-14,Uttarakhand,11615,7502,147
2020-08-14,Uttar Pradesh,145287,92526,2335
2020-08-14,West Bengal,110358,81189,2319
2020-08-15,Andaman and Nicobar Islands,2306,1128,24
2020-08-15,Andhra Pradesh,281817,191117,2562
2020-08-15,Arunachal Pradesh,2658,1771,5
2020-08-15,Assam,75559,53287,182
2020-08-15,Bihar,101906,68675,515
2020-08-15,Chandigarh,2009,1118,28
2020-08-15,Chhattisgarh,15045,10046,134
2020-08-15,Dadra and Nagar Haveli and Daman and Diu,1846,1384,2
2020-08-15,Delhi,151928,136251,4188
2020-08-15,Goa,11339,7488,98
2020-08-15,Gujarat,77663,60637,2767
2020-08-15,Haryana,46410,38939,528
2020-08-15,Himachal Pradesh,3993,2632,18
2020-08-15,India,2589211,1860676,50086
2020-08-15,Jammu and Kashmir,28021,20676,527
2020-08-15,Jharkhand,22672,14181,229
2020-08-15,Karnataka,219926,134811,3831
2020-08-15,Kerala,42886,27799,147
2020-08-15,Ladakh,1909,1307,10
2020-08-15,Madhya Pradesh,44433,33353,1094
2020-08-15,Maharashtra,584754,408286,19749
2020-08-15,Manipur,4392,2438,13
2020-08-15,Meghalaya,1292,596,6
2020-08-15,Mizoram,713,356,0
2020-08-15,Nagaland,3340,1321,7
2020-08-15,Odisha,57126,40727,386
2020-08-15,Puducherry,7354,4224,106
2020-08-15,Punjab,30041,18863,771
2020-08-15,Rajasthan,59979,45254,862
2020-08-15,Sikkim,1148,661,1
2020-08-15,Tamil Nadu,332105,272251,5641
2020-08-15,Telangana,90259,66196,684
2020-08-15,Tripura,6949,5088,50
2020-08-15,Uttarakhand,11940,7748,151
2020-08-15,Uttar Pradesh,150061,96231,2393
2020-08-15,West Bengal,113432,83836,2377
2020-08-16,Andaman and Nicobar Islands,2399,1226,28
2020-08-16,Andhra Pradesh,289829,201234,2650
2020-08-16,Arunachal Pradesh,2701,1808,5
2020-08-16,Assam,76876,55216,189
2020-08-16,Bihar,104093,72566,537
2020-08-16,Chandigarh,2102,1137,29
2020-08-16,Chhattisgarh,15621,10235,142
2020-08-16,Dadra and Nagar Haveli and Daman and Diu,1881,1431,2
2020-08-16,Delhi,152580,137561,4196
2020-08-16,Goa,11639,7775,104
2020-08-16,Gujarat,78783,61596,2787
2020-08-16,Haryana,47153,39601,538
2020-08-16,Himachal Pradesh,4156,2720,18
2020-08-16,India,2647307,1918080,51038
2020-08-16,Jammu and Kashmir,28470,20943,542
2020-08-16,Jharkhand,23224,14747,244
2020-08-16,Karnataka,226966,141491,3947
2020-08-16,Kerala,44416,28898,157
2020-08-16,Ladakh,1948,1356,14
2020-08-16,Madhya Pradesh,45455,34038,1105
2020-08-16,Maharashtra,595865,417123,20037
2020-08-16,Manipur,4571,2632,16
2020-08-16,Meghalaya,1374,675,6
2020-08-16,Mizoram,777,371,0
2020-08-16,Nagaland,3394,1422,7
2020-08-16,Odisha,60050,42277,396
2020-08-16,Puducherry,7732,4443,110
2020-08-16,Punjab,31206,19431,812
2020-08-16,Rajasthan,61296,46604,876
2020-08-16,Sikkim,1167,673,1
2020-08-16,Tamil Nadu,338055,278270,5766
2020-08-16,Telangana,91361,68126,693
2020-08-16,Tripura,7076,5151,55
2020-08-16,Uttarakhand,12175,8100,152
2020-08-16,Uttar Pradesh,154418,100432,2449
2020-08-16,West Bengal,116498,86771,2428
2020-08-17,Andaman and Nicobar Islands,2445,1325,29
2020-08-17,Andhra Pradesh,296609,209100,2732
2020-08-17,Arunachal Pradesh,2741,1893,5
2020-08-17,Assam,79668,56735,197
2020-08-17,Bihar,106618,76706,542
2020-08-17,Chandigarh,2216,1183,30
2020-08-17,Chhattisgarh,16025,10598,150
2020-08-17,Dadra and Nagar Haveli and Daman and Diu,1908,1480,2
2020-08-17,Delhi,153367,138301,4214
2020-08-17,Goa,11994,8058,111
2020-08-17,Gujarat,79816,62679,2802
2020-08-17,Haryana,48040,40610,550
2020-08-17,Himachal Pradesh,4174,2834,18
2020-08-17,India,2701605,1976252,51918
2020-08-17,Jammu and Kashmir,28892,21296,548
2020-08-17,Jharkhand,24067,15348,255
2020-08-17,Karnataka,233283,148562,4062
2020-08-17,Kerala,46141,30029,170
2020-08-17,Ladakh,1966,1368,14
2020-08-17,Madhya Pradesh,46385,35025,1128
2020-08-17,Maharashtra,604358,428514,20265
2020-08-17,Manipur,4689,2734,17
2020-08-17,Meghalaya,1418,679,6
2020-08-17,Mizoram,789,372,0
2020-08-17,Nagaland,3455,1530,7
2020-08-17,Odisha,62294,43780,406
2020-08-17,Puducherry,8029,4627,114
2020-08-17,Punjab,32695,20180,862
2020-08-17,Rajasthan,62630,47654,887
2020-08-17,Sikkim,1187,701,1
2020-08-17,Tamil Nadu,343945,283937,5886
2020-08-17,Telangana,92255,70132,703
2020-08-17,Tripura,7219,5286,59
2020-08-17,Uttarakhand,12493,8485,158
2020-08-17,Uttar Pradesh,158216,104808,2515
2020-08-17,West Bengal,119578,89703,2473
2020-08-18,Andaman and Nicobar Islands,2529,1421,30
2020-08-18,Andhra Pradesh,306261,218311,2820
2020-08-18,Arunachal Pradesh,2875,1949,5
2020-08-18,Assam,82202,58295,203
2020-08-18,Bihar,109875,80740,558
2020-08-18,Chandigarh,2305,1243,30
2020-08-18,Chhattisgarh,16833,10847,158
2020-08-18,Dadra and Nagar Haveli and Daman and Diu,1959,1519,2
2020-08-18,Delhi,154741,139447,4226
2020-08-18,Goa,12333,8356,116
2020-08-18,Gujarat,80942,63810,2822
2020-08-18,Haryana,48936,41298,557
2020-08-18,Himachal Pradesh,4235,2923,18
2020-08-18,India,2766629,2036707,53017
2020-08-18,Jammu and Kashmir,29326,21886,561
2020-08-18,Jharkhand,25333,15709,265
2020-08-18,Karnataka,240948,156949,4201
2020-08-18,Kerala,47899,31394,176
2020-08-18,Ladakh,2010,1395,17
2020-08-18,Madhya Pradesh,47375,35713,1141
2020-08-18,Maharashtra,615477,437870,20687
2020-08-18,Manipur,4767,2789,18
2020-08-18,Meghalaya,1457,685,6
2020-08-18,Mizoram,815,379,0
2020-08-18,Nagaland,3520,1664,7
2020-08-18,Odisha,64533,45315,415
2020-08-18,Puducherry,8396,4909,123
2020-08-18,Punjab,34400,21762,898
2020-08-18,Rajasthan,63977,48960,898
2020-08-18,Sikkim,1207,755,2
2020-08-18,Tamil Nadu,349654,289787,6007
2020-08-18,Telangana,93937,72202,711
2020-08-18,Tripura,7424,5404,62
2020-08-18,Uttarakhand,12961,8724,164
2020-08-18,Uttar Pradesh,162434,109607,2585
2020-08-18,West Bengal,122753,92690,2528
2020-08-19,Andaman and Nicobar Islands,2604,1529,30
2020-08-19,Andhra Pradesh,316003,226372,2906
2020-08-19,Arunachal Pradesh,2950,2022,5
2020-08-19,Assam,84318,60349,213
2020-08-19,Bihar,112759,84578,568
2020-08-19,Chandigarh,2396,1351,31
2020-08-19,Chhattisgarh,17585,11185,164
2020-08-19,Dadra and Nagar Haveli and Daman and Diu,1996,1567,2
2020-08-19,Delhi,156139,140767,4235
2020-08-19,Goa,12675,8713,124
2020-08-19,Gujarat,82087,64930,2839
2020-08-19,Haryana,49930,42056,567
2020-08-19,Himachal Pradesh,4411,2992,20
2020-08-19,India,2835825,2096072,53996
2020-08-19,Jammu and Kashmir,30034,22497,572
2020-08-19,Jharkhand,26300,16566,278
2020-08-19,Karnataka,249590,164150,4327
2020-08-19,Kerala,50232,32611,183
2020-08-19,Ladakh,2048,1397,18
2020-08-19,Madhya Pradesh,48351,36475,1159
2020-08-19,Maharashtra,628642,446881,21033
2020-08-19,Manipur,4878,2885,18
2020-08-19,Meghalaya,1535,725,6
2020-08-19,Mizoram,860,384,0
2020-08-19,Nagaland,3558,1706,7
2020-08-19,Odisha,67122,46936,425
2020-08-19,Puducherry,8752,5312,129
2020-08-19,Punjab,36083,22703,920
2020-08-19,Rajasthan,65289,49963,910
2020-08-19,Sikkim,1232,789,3
2020-08-19,Tamil Nadu,355449,296171,6123
2020-08-19,Telangana,95700,73991,719
2020-08-19,Tripura,7660,5497,65
2020-08-19,Uttarakhand,13225,9132,178
2020-08-19,Uttar Pradesh,167510,115227,2638
2020-08-19,West Bengal,125922,95663,2581
2020-08-20,Andaman and Nicobar Islands,2680,1638,31
2020-08-20,Andhra Pradesh,325396,235218,3001
2020-08-20,Arunachal Pradesh,3066,2093,5
2020-08-20,Assam,86053,63121,221
2020-08-20,Bihar,115210,88163,574
2020-08-20,Chandigarh,2515,1390,31
2020-08-20,Chhattisgarh,18637,11739,172
2020-08-20,Dadra and Nagar Haveli and Daman and Diu,2030,1613,2
2020-08-20,Delhi,157354,141826,4257
2020-08-20,Goa,13099,9063,126
2020-08-20,Gujarat,83262,66053,2855
2020-08-20,Haryana,50926,42793,578
2020-08-20,Himachal Pradesh,4538,3085,22
2020-08-20,India,2904343,2157945,54977
2020-08-20,Jammu and Kashmir,30717,23225,578
2020-08-20,Jharkhand,26938,17320,286
2020-08-20,Karnataka,256975,170381,4429
2020-08-20,Kerala,52200,33828,192
2020-08-20,Ladakh,2077,1436,18
2020-08-20,Madhya Pradesh,49493,37540,1171
2020-08-20,Maharashtra,643289,459124,21359
2020-08-20,Manipur,4927,3002,18
2020-08-20,Meghalaya,1661,730,6
2020-08-20,Mizoram,874,402,0
2020-08-20,Nagaland,3583,1921,7
2020-08-20,Odisha,70020,48577,433
2020-08-20,Puducherry,9292,5634,137
2020-08-20,Punjab,37824,23037,957
2020-08-20,Rajasthan,66619,51190,921
2020-08-20,Sikkim,1290,827,3
2020-08-20,Tamil Nadu,361435,301913,6239
2020-08-20,Telangana,97424,75186,729
2020-08-20,Tripura,7850,5565,65
2020-08-20,Uttarakhand,13636,9433,187
2020-08-20,Uttar Pradesh,172334,121090,2733
2020-08-20,West Bengal,129119,98789,2634
